FIPS,FOODINSEC_10_12,FOODINSEC_13_15,VLFOODSEC_10_12,VLFOODSEC_13_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11
13253,16.9,14.9,6.5,5.6,9.2,10.5
13255,16.9,14.9,6.5,5.6,9.2,10.5
13257,16.9,14.9,6.5,5.6,9.2,10.5
13259,16.9,14.9,6.5,5.6,9.2,10.5
13261,16.9,14.9,6.5,5.6,9.2,10.5
13263,16.9,14.9,6.5,5.6,9.2,10.5
13265,16.9,14.9,6.5,5.6,9.2,10.5
13267,16.9,14.9,6.5,5.6,9.2,10.5
13269,16.9,14.9,6.5,5.6,9.2,10.5
13271,16.9,14.9,6.5,5.6,9.2,10.5
13273,16.9,14.9,6.5,5.6,9.2,10.5
13275,16.9,14.9,6.5,5.6,9.2,10.5
13277,16.9,14.9,6.5,5.6,9.2,10.5
13279,16.9,14.9,6.5,5.6,9.2,10.5
13281,16.9,14.9,6.5,5.6,9.2,10.5
13283,16.9,14.9,6.5,5.6,9.2,10.5
13285,16.9,14.9,6.5,5.6,9.2,10.5
13287,16.9,14.9,6.5,5.6,9.2,10.5
13289,16.9,14.9,6.5,5.6,9.2,10.5
13291,16.9,14.9,6.5,5.6,9.2,10.5
13293,16.9,14.9,6.5,5.6,9.2,10.5
13295,16.9,14.9,6.5,5.6,9.2,10.5
13297,16.9,14.9,6.5,5.6,9.2,10.5
13299,16.9,14.9,6.5,5.6,9.2,10.5
13301,16.9,14.9,6.5,5.6,9.2,10.5
13303,16.9,14.9,6.5,5.6,9.2,10.5
13305,16.9,14.9,6.5,5.6,9.2,10.5
13307,16.9,14.9,6.5,5.6,9.2,10.5
13309,16.9,14.9,6.5,5.6,9.2,10.5
13311,16.9,14.9,6.5,5.6,9.2,10.5
13313,16.9,14.9,6.5,5.6,9.2,10.5
13315,16.9,14.9,6.5,5.6,9.2,10.5
13317,16.9,14.9,6.5,5.6,9.2,10.5
13319,16.9,14.9,6.5,5.6,9.2,10.5
13321,16.9,14.9,6.5,5.6,9.2,10.5
15001,14.0,9.7,5.6,3.0,6.9,8.4
15003,14.0,9.7,5.6,3.0,6.9,8.4
15005,14.0,9.7,5.6,3.0,6.9,8.4
15007,14.0,9.7,5.6,3.0,6.9,8.4
15009,14.0,9.7,5.6,3.0,6.9,8.4
16001,12.6,10.6,4.8,4.5,9.7,8.7
16003,12.6,10.6,4.8,4.5,9.7,8.7
16005,12.6,10.6,4.8,4.5,9.7,8.7
16007,12.6,10.6,4.8,4.5,9.7,8.7
16009,12.6,10.6,4.8,4.5,9.7,8.7
16011,12.6,10.6,4.8,4.5,9.7,8.7
16013,12.6,10.6,4.8,4.5,9.7,8.7
16015,12.6,10.6,4.8,4.5,9.7,8.7
16017,12.6,10.6,4.8,4.5,9.7,8.7
16019,12.6,10.6,4.8,4.5,9.7,8.7
16021,12.6,10.6,4.8,4.5,9.7,8.7
16023,12.6,10.6,4.8,4.5,9.7,8.7
16025,12.6,10.6,4.8,4.5,9.7,8.7
16027,12.6,10.6,4.8,4.5,9.7,8.7
16029,12.6,10.6,4.8,4.5,9.7,8.7
16031,12.6,10.6,4.8,4.5,9.7,8.7
16033,12.6,10.6,4.8,4.5,9.7,8.7
16035,12.6,10.6,4.8,4.5,9.7,8.7
16037,12.6,10.6,4.8,4.5,9.7,8.7
16039,12.6,10.6,4.8,4.5,9.7,8.7
16041,12.6,10.6,4.8,4.5,9.7,8.7
16043,12.6,10.6,4.8,4.5,9.7,8.7
16045,12.6,10.6,4.8,4.5,9.7,8.7
16047,12.6,10.6,4.8,4.5,9.7,8.7
16049,12.6,10.6,4.8,4.5,9.7,8.7
16051,12.6,10.6,4.8,4.5,9.7,8.7
16053,12.6,10.6,4.8,4.5,9.7,8.7
16055,12.6,10.6,4.8,4.5,9.7,8.7
16057,12.6,10.6,4.8,4.5,9.7,8.7
16059,12.6,10.6,4.8,4.5,9.7,8.7
16061,12.6,10.6,4.8,4.5,9.7,8.7
16063,12.6,10.6,4.8,4.5,9.7,8.7
16065,12.6,10.6,4.8,4.5,9.7,8.7
16067,12.6,10.6,4.8,4.5,9.7,8.7
16069,12.6,10.6,4.8,4.5,9.7,8.7
16071,12.6,10.6,4.8,4.5,9.7,8.7
16073,12.6,10.6,4.8,4.5,9.7,8.7
16075,12.6,10.6,4.8,4.5,9.7,8.7
16077,12.6,10.6,4.8,4.5,9.7,8.7
16079,12.6,10.6,4.8,4.5,9.7,8.7
16081,12.6,10.6,4.8,4.5,9.7,8.7
16083,12.6,10.6,4.8,4.5,9.7,8.7
16085,12.6,10.6,4.8,4.5,9.7,8.7
16087,12.6,10.6,4.8,4.5,9.7,8.7
17001,14.3,13.8,5.3,5.1,7.0,7.4
17003,14.3,13.8,5.3,5.1,7.0,7.4
17005,14.3,13.8,5.3,5.1,7.0,7.4
17007,14.3,13.8,5.3,5.1,7.0,7.4
17009,14.3,13.8,5.3,5.1,7.0,7.4
17011,14.3,13.8,5.3,5.1,7.0,7.4
17013,14.3,13.8,5.3,5.1,7.0,7.4
17015,14.3,13.8,5.3,5.1,7.0,7.4
17017,14.3,13.8,5.3,5.1,7.0,7.4
17019,14.3,13.8,5.3,5.1,7.0,7.4
17021,14.3,13.8,5.3,5.1,7.0,7.4
17023,14.3,13.8,5.3,5.1,7.0,7.4
17025,14.3,13.8,5.3,5.1,7.0,7.4
17027,14.3,13.8,5.3,5.1,7.0,7.4
17029,14.3,13.8,5.3,5.1,7.0,7.4
17031,14.3,13.8,5.3,5.1,7.0,7.4
17033,14.3,13.8,5.3,5.1,7.0,7.4
17035,14.3,13.8,5.3,5.1,7.0,7.4
17037,14.3,13.8,5.3,5.1,7.0,7.4
17039,14.3,13.8,5.3,5.1,7.0,7.4
17041,14.3,13.8,5.3,5.1,7.0,7.4
17043,14.3,13.8,5.3,5.1,7.0,7.4
17045,14.3,13.8,5.3,5.1,7.0,7.4
17047,14.3,13.8,5.3,5.1,7.0,7.4
17049,14.3,13.8,5.3,5.1,7.0,7.4
17051,14.3,13.8,5.3,5.1,7.0,7.4
17053,14.3,13.8,5.3,5.1,7.0,7.4
17055,14.3,13.8,5.3,5.1,7.0,7.4
17057,14.3,13.8,5.3,5.1,7.0,7.4
17059,14.3,13.8,5.3,5.1,7.0,7.4
17061,14.3,13.8,5.3,5.1,7.0,7.4
17063,14.3,13.8,5.3,5.1,7.0,7.4
17065,14.3,13.8,5.3,5.1,7.0,7.4
17067,14.3,13.8,5.3,5.1,7.0,7.4
17069,14.3,13.8,5.3,5.1,7.0,7.4
17071,14.3,13.8,5.3,5.1,7.0,7.4
17073,14.3,13.8,5.3,5.1,7.0,7.4
17075,14.3,13.8,5.3,5.1,7.0,7.4
17077,14.3,13.8,5.3,5.1,7.0,7.4
17079,14.3,13.8,5.3,5.1,7.0,7.4
17081,14.3,13.8,5.3,5.1,7.0,7.4
17083,14.3,13.8,5.3,5.1,7.0,7.4
17085,14.3,13.8,5.3,5.1,7.0,7.4
17087,14.3,13.8,5.3,5.1,7.0,7.4
17089,14.3,13.8,5.3,5.1,7.0,7.4
17091,14.3,13.8,5.3,5.1,7.0,7.4
17093,14.3,13.8,5.3,5.1,7.0,7.4
17095,14.3,13.8,5.3,5.1,7.0,7.4
17097,14.3,13.8,5.3,5.1,7.0,7.4
17099,14.3,13.8,5.3,5.1,7.0,7.4
17101,14.3,13.8,5.3,5.1,7.0,7.4
17103,14.3,13.8,5.3,5.1,7.0,7.4
17105,14.3,13.8,5.3,5.1,7.0,7.4
17107,14.3,13.8,5.3,5.1,7.0,7.4
17109,14.3,13.8,5.3,5.1,7.0,7.4
17111,14.3,13.8,5.3,5.1,7.0,7.4
17113,14.3,13.8,5.3,5.1,7.0,7.4
17115,14.3,13.8,5.3,5.1,7.0,7.4
17117,14.3,13.8,5.3,5.1,7.0,7.4
17119,14.3,13.8,5.3,5.1,7.0,7.4
17121,14.3,13.8,5.3,5.1,7.0,7.4
17123,14.3,13.8,5.3,5.1,7.0,7.4
17125,14.3,13.8,5.3,5.1,7.0,7.4
17127,14.3,13.8,5.3,5.1,7.0,7.4
17129,14.3,13.8,5.3,5.1,7.0,7.4
17131,14.3,13.8,5.3,5.1,7.0,7.4
17133,14.3,13.8,5.3,5.1,7.0,7.4
17135,14.3,13.8,5.3,5.1,7.0,7.4
17137,14.3,13.8,5.3,5.1,7.0,7.4
17139,14.3,13.8,5.3,5.1,7.0,7.4
17141,14.3,13.8,5.3,5.1,7.0,7.4
17143,14.3,13.8,5.3,5.1,7.0,7.4
17145,14.3,13.8,5.3,5.1,7.0,7.4
17147,14.3,13.8,5.3,5.1,7.0,7.4
17149,14.3,13.8,5.3,5.1,7.0,7.4
17151,14.3,13.8,5.3,5.1,7.0,7.4
17153,14.3,13.8,5.3,5.1,7.0,7.4
17155,14.3,13.8,5.3,5.1,7.0,7.4
17157,14.3,13.8,5.3,5.1,7.0,7.4
17159,14.3,13.8,5.3,5.1,7.0,7.4
17161,14.3,13.8,5.3,5.1,7.0,7.4
17163,14.3,13.8,5.3,5.1,7.0,7.4
17165,14.3,13.8,5.3,5.1,7.0,7.4
17167,14.3,13.8,5.3,5.1,7.0,7.4
17169,14.3,13.8,5.3,5.1,7.0,7.4
17171,14.3,13.8,5.3,5.1,7.0,7.4
17173,14.3,13.8,5.3,5.1,7.0,7.4
17175,14.3,13.8,5.3,5.1,7.0,7.4
17177,14.3,13.8,5.3,5.1,7.0,7.4
17179,14.3,13.8,5.3,5.1,7.0,7.4
17181,14.3,13.8,5.3,5.1,7.0,7.4
17183,14.3,13.8,5.3,5.1,7.0,7.4
17185,14.3,13.8,5.3,5.1,7.0,7.4
17187,14.3,13.8,5.3,5.1,7.0,7.4
17189,14.3,13.8,5.3,5.1,7.0,7.4
17191,14.3,13.8,5.3,5.1,7.0,7.4
17193,14.3,13.8,5.3,5.1,7.0,7.4
17195,14.3,13.8,5.3,5.1,7.0,7.4
17197,14.3,13.8,5.3,5.1,7.0,7.4
17199,14.3,13.8,5.3,5.1,7.0,7.4
17201,14.3,13.8,5.3,5.1,7.0,7.4
17203,14.3,13.8,5.3,5.1,7.0,7.4
18001,13.0,11.1,4.5,4.3,6.2,7.8
18003,13.0,11.1,4.5,4.3,6.2,7.8
18005,13.0,11.1,4.5,4.3,6.2,7.8
18007,13.0,11.1,4.5,4.3,6.2,7.8
18009,13.0,11.1,4.5,4.3,6.2,7.8
18011,13.0,11.1,4.5,4.3,6.2,7.8
18013,13.0,11.1,4.5,4.3,6.2,7.8
18015,13.0,11.1,4.5,4.3,6.2,7.8
18017,13.0,11.1,4.5,4.3,6.2,7.8
18019,13.0,11.1,4.5,4.3,6.2,7.8
18021,13.0,11.1,4.5,4.3,6.2,7.8
18023,13.0,11.1,4.5,4.3,6.2,7.8
18025,13.0,11.1,4.5,4.3,6.2,7.8
18027,13.0,11.1,4.5,4.3,6.2,7.8
18029,13.0,11.1,4.5,4.3,6.2,7.8
18031,13.0,11.1,4.5,4.3,6.2,7.8
18033,13.0,11.1,4.5,4.3,6.2,7.8
18035,13.0,11.1,4.5,4.3,6.2,7.8
18037,13.0,11.1,4.5,4.3,6.2,7.8
18039,13.0,11.1,4.5,4.3,6.2,7.8
18041,13.0,11.1,4.5,4.3,6.2,7.8
18043,13.0,11.1,4.5,4.3,6.2,7.8
18045,13.0,11.1,4.5,4.3,6.2,7.8
18047,13.0,11.1,4.5,4.3,6.2,7.8
18049,13.0,11.1,4.5,4.3,6.2,7.8
18051,13.0,11.1,4.5,4.3,6.2,7.8
18053,13.0,11.1,4.5,4.3,6.2,7.8
18055,13.0,11.1,4.5,4.3,6.2,7.8
18057,13.0,11.1,4.5,4.3,6.2,7.8
18059,13.0,11.1,4.5,4.3,6.2,7.8
18061,13.0,11.1,4.5,4.3,6.2,7.8
18063,13.0,11.1,4.5,4.3,6.2,7.8
18065,13.0,11.1,4.5,4.3,6.2,7.8
18067,13.0,11.1,4.5,4.3,6.2,7.8
18069,13.0,11.1,4.5,4.3,6.2,7.8
18071,13.0,11.1,4.5,4.3,6.2,7.8
18073,13.0,11.1,4.5,4.3,6.2,7.8
18075,13.0,11.1,4.5,4.3,6.2,7.8
18077,13.0,11.1,4.5,4.3,6.2,7.8
18079,13.0,11.1,4.5,4.3,6.2,7.8
18081,13.0,11.1,4.5,4.3,6.2,7.8
18083,13.0,11.1,4.5,4.3,6.2,7.8
18085,13.0,11.1,4.5,4.3,6.2,7.8
18087,13.0,11.1,4.5,4.3,6.2,7.8
18089,13.0,11.1,4.5,4.3,6.2,7.8
18091,13.0,11.1,4.5,4.3,6.2,7.8
18093,13.0,11.1,4.5,4.3,6.2,7.8
18095,13.0,11.1,4.5,4.3,6.2,7.8
18097,13.0,11.1,4.5,4.3,6.2,7.8
18099,13.0,11.1,4.5,4.3,6.2,7.8
18101,13.0,11.1,4.5,4.3,6.2,7.8
18103,13.0,11.1,4.5,4.3,6.2,7.8
18105,13.0,11.1,4.5,4.3,6.2,7.8
18107,13.0,11.1,4.5,4.3,6.2,7.8
18109,13.0,11.1,4.5,4.3,6.2,7.8
18111,13.0,11.1,4.5,4.3,6.2,7.8
18113,13.0,11.1,4.5,4.3,6.2,7.8
18115,13.0,11.1,4.5,4.3,6.2,7.8
18117,13.0,11.1,4.5,4.3,6.2,7.8
18119,13.0,11.1,4.5,4.3,6.2,7.8
18121,13.0,11.1,4.5,4.3,6.2,7.8
18123,13.0,11.1,4.5,4.3,6.2,7.8
18125,13.0,11.1,4.5,4.3,6.2,7.8
18127,13.0,11.1,4.5,4.3,6.2,7.8
18129,13.0,11.1,4.5,4.3,6.2,7.8
18131,13.0,11.1,4.5,4.3,6.2,7.8
18133,13.0,11.1,4.5,4.3,6.2,7.8
18135,13.0,11.1,4.5,4.3,6.2,7.8
18137,13.0,11.1,4.5,4.3,6.2,7.8
18139,13.0,11.1,4.5,4.3,6.2,7.8
18141,13.0,11.1,4.5,4.3,6.2,7.8
18143,13.0,11.1,4.5,4.3,6.2,7.8
18145,13.0,11.1,4.5,4.3,6.2,7.8
18147,13.0,11.1,4.5,4.3,6.2,7.8
18149,13.0,11.1,4.5,4.3,6.2,7.8
18151,13.0,11.1,4.5,4.3,6.2,7.8
18153,13.0,11.1,4.5,4.3,6.2,7.8
18155,13.0,11.1,4.5,4.3,6.2,7.8
18157,13.0,11.1,4.5,4.3,6.2,7.8
18159,13.0,11.1,4.5,4.3,6.2,7.8
18161,13.0,11.1,4.5,4.3,6.2,7.8
18163,13.0,11.1,4.5,4.3,6.2,7.8
18165,13.0,11.1,4.5,4.3,6.2,7.8
18167,13.0,11.1,4.5,4.3,6.2,7.8
18169,13.0,11.1,4.5,4.3,6.2,7.8
18171,13.0,11.1,4.5,4.3,6.2,7.8
18173,13.0,11.1,4.5,4.3,6.2,7.8
18175,13.0,11.1,4.5,4.3,6.2,7.8
18177,13.0,11.1,4.5,4.3,6.2,7.8
18179,13.0,11.1,4.5,4.3,6.2,7.8
18181,13.0,11.1,4.5,4.3,6.2,7.8
18183,13.0,11.1,4.5,4.3,6.2,7.8
19001,13.5,14.8,6.3,6.1,7.5,8.3
19003,13.5,14.8,6.3,6.1,7.5,8.3
19005,13.5,14.8,6.3,6.1,7.5,8.3
19007,13.5,14.8,6.3,6.1,7.5,8.3
19009,13.5,14.8,6.3,6.1,7.5,8.3
19011,13.5,14.8,6.3,6.1,7.5,8.3
19013,13.5,14.8,6.3,6.1,7.5,8.3
19015,13.5,14.8,6.3,6.1,7.5,8.3
19017,13.5,14.8,6.3,6.1,7.5,8.3
19019,13.5,14.8,6.3,6.1,7.5,8.3
19021,13.5,14.8,6.3,6.1,7.5,8.3
19023,13.5,14.8,6.3,6.1,7.5,8.3
19025,13.5,14.8,6.3,6.1,7.5,8.3
19027,13.5,14.8,6.3,6.1,7.5,8.3
19029,13.5,14.8,6.3,6.1,7.5,8.3
19031,13.5,14.8,6.3,6.1,7.5,8.3
19033,13.5,14.8,6.3,6.1,7.5,8.3
19035,13.5,14.8,6.3,6.1,7.5,8.3
19037,13.5,14.8,6.3,6.1,7.5,8.3
19039,13.5,14.8,6.3,6.1,7.5,8.3
19041,13.5,14.8,6.3,6.1,7.5,8.3
19043,13.5,14.8,6.3,6.1,7.5,8.3
19045,13.5,14.8,6.3,6.1,7.5,8.3
19047,13.5,14.8,6.3,6.1,7.5,8.3
19049,13.5,14.8,6.3,6.1,7.5,8.3
19051,13.5,14.8,6.3,6.1,7.5,8.3
19053,13.5,14.8,6.3,6.1,7.5,8.3
19055,13.5,14.8,6.3,6.1,7.5,8.3
19057,13.5,14.8,6.3,6.1,7.5,8.3
19059,13.5,14.8,6.3,6.1,7.5,8.3
19061,13.5,14.8,6.3,6.1,7.5,8.3
19063,13.5,14.8,6.3,6.1,7.5,8.3
19065,13.5,14.8,6.3,6.1,7.5,8.3
19067,13.5,14.8,6.3,6.1,7.5,8.3
19069,13.5,14.8,6.3,6.1,7.5,8.3
19071,13.5,14.8,6.3,6.1,7.5,8.3
19073,13.5,14.8,6.3,6.1,7.5,8.3
19075,13.5,14.8,6.3,6.1,7.5,8.3
19077,13.5,14.8,6.3,6.1,7.5,8.3
19079,13.5,14.8,6.3,6.1,7.5,8.3
19081,13.5,14.8,6.3,6.1,7.5,8.3
19083,13.5,14.8,6.3,6.1,7.5,8.3
19085,13.5,14.8,6.3,6.1,7.5,8.3
19087,13.5,14.8,6.3,6.1,7.5,8.3
19089,13.5,14.8,6.3,6.1,7.5,8.3
19091,13.5,14.8,6.3,6.1,7.5,8.3
19093,13.5,14.8,6.3,6.1,7.5,8.3
19095,13.5,14.8,6.3,6.1,7.5,8.3
19097,13.5,14.8,6.3,6.1,7.5,8.3
19099,13.5,14.8,6.3,6.1,7.5,8.3
19101,13.5,14.8,6.3,6.1,7.5,8.3
19103,13.5,14.8,6.3,6.1,7.5,8.3
19105,13.5,14.8,6.3,6.1,7.5,8.3
19107,13.5,14.8,6.3,6.1,7.5,8.3
19109,13.5,14.8,6.3,6.1,7.5,8.3
19111,13.5,14.8,6.3,6.1,7.5,8.3
19113,13.5,14.8,6.3,6.1,7.5,8.3
19115,13.5,14.8,6.3,6.1,7.5,8.3
19117,13.5,14.8,6.3,6.1,7.5,8.3
19119,13.5,14.8,6.3,6.1,7.5,8.3
19121,13.5,14.8,6.3,6.1,7.5,8.3
19123,13.5,14.8,6.3,6.1,7.5,8.3
19125,13.5,14.8,6.3,6.1,7.5,8.3
19127,13.5,14.8,6.3,6.1,7.5,8.3
19129,13.5,14.8,6.3,6.1,7.5,8.3
19131,13.5,14.8,6.3,6.1,7.5,8.3
19133,13.5,14.8,6.3,6.1,7.5,8.3
19135,13.5,14.8,6.3,6.1,7.5,8.3
19137,13.5,14.8,6.3,6.1,7.5,8.3
19139,13.5,14.8,6.3,6.1,7.5,8.3
19141,13.5,14.8,6.3,6.1,7.5,8.3
19143,13.5,14.8,6.3,6.1,7.5,8.3
19145,13.5,14.8,6.3,6.1,7.5,8.3
19147,13.5,14.8,6.3,6.1,7.5,8.3
19149,13.5,14.8,6.3,6.1,7.5,8.3
19151,13.5,14.8,6.3,6.1,7.5,8.3
19153,13.5,14.8,6.3,6.1,7.5,8.3
19155,13.5,14.8,6.3,6.1,7.5,8.3
19157,13.5,14.8,6.3,6.1,7.5,8.3
19159,13.5,14.8,6.3,6.1,7.5,8.3
19161,13.5,14.8,6.3,6.1,7.5,8.3
19163,13.5,14.8,6.3,6.1,7.5,8.3
19165,13.5,14.8,6.3,6.1,7.5,8.3
19167,13.5,14.8,6.3,6.1,7.5,8.3
19169,13.5,14.8,6.3,6.1,7.5,8.3
19171,13.5,14.8,6.3,6.1,7.5,8.3
19173,13.5,14.8,6.3,6.1,7.5,8.3
19175,13.5,14.8,6.3,6.1,7.5,8.3
19177,13.5,14.8,6.3,6.1,7.5,8.3
19179,13.5,14.8,6.3,6.1,7.5,8.3
19181,13.5,14.8,6.3,6.1,7.5,8.3
19183,13.5,14.8,6.3,6.1,7.5,8.3
19185,13.5,14.8,6.3,6.1,7.5,8.3
19187,13.5,14.8,6.3,6.1,7.5,8.3
19189,13.5,14.8,6.3,6.1,7.5,8.3
19191,13.5,14.8,6.3,6.1,7.5,8.3
19193,13.5,14.8,6.3,6.1,7.5,8.3
19195,13.5,14.8,6.3,6.1,7.5,8.3
19197,13.5,14.8,6.3,6.1,7.5,8.3
20001,14.4,14.6,5.5,5.5,8.8,9.3
20003,14.4,14.6,5.5,5.5,8.8,9.3
20005,14.4,14.6,5.5,5.5,8.8,9.3
20007,14.4,14.6,5.5,5.5,8.8,9.3
20009,14.4,14.6,5.5,5.5,8.8,9.3
20011,14.4,14.6,5.5,5.5,8.8,9.3
20013,14.4,14.6,5.5,5.5,8.8,9.3
20015,14.4,14.6,5.5,5.5,8.8,9.3
20017,14.4,14.6,5.5,5.5,8.8,9.3
20019,14.4,14.6,5.5,5.5,8.8,9.3
20021,14.4,14.6,5.5,5.5,8.8,9.3
20023,14.4,14.6,5.5,5.5,8.8,9.3
20025,14.4,14.6,5.5,5.5,8.8,9.3
20027,14.4,14.6,5.5,5.5,8.8,9.3
20029,14.4,14.6,5.5,5.5,8.8,9.3
20031,14.4,14.6,5.5,5.5,8.8,9.3
20033,14.4,14.6,5.5,5.5,8.8,9.3
20035,14.4,14.6,5.5,5.5,8.8,9.3
20037,14.4,14.6,5.5,5.5,8.8,9.3
20039,14.4,14.6,5.5,5.5,8.8,9.3
20041,14.4,14.6,5.5,5.5,8.8,9.3
20043,14.4,14.6,5.5,5.5,8.8,9.3
20045,14.4,14.6,5.5,5.5,8.8,9.3
20047,14.4,14.6,5.5,5.5,8.8,9.3
20049,14.4,14.6,5.5,5.5,8.8,9.3
20051,14.4,14.6,5.5,5.5,8.8,9.3
20053,14.4,14.6,5.5,5.5,8.8,9.3
20055,14.4,14.6,5.5,5.5,8.8,9.3
20057,14.4,14.6,5.5,5.5,8.8,9.3
20059,14.4,14.6,5.5,5.5,8.8,9.3
20061,14.4,14.6,5.5,5.5,8.8,9.3
20063,14.4,14.6,5.5,5.5,8.8,9.3
20065,14.4,14.6,5.5,5.5,8.8,9.3
20067,14.4,14.6,5.5,5.5,8.8,9.3
20069,14.4,14.6,5.5,5.5,8.8,9.3
20071,14.4,14.6,5.5,5.5,8.8,9.3
20073,14.4,14.6,5.5,5.5,8.8,9.3
20075,14.4,14.6,5.5,5.5,8.8,9.3
20077,14.4,14.6,5.5,5.5,8.8,9.3
20079,14.4,14.6,5.5,5.5,8.8,9.3
20081,14.4,14.6,5.5,5.5,8.8,9.3
20083,14.4,14.6,5.5,5.5,8.8,9.3
20085,14.4,14.6,5.5,5.5,8.8,9.3
20087,14.4,14.6,5.5,5.5,8.8,9.3
20089,14.4,14.6,5.5,5.5,8.8,9.3
20091,14.4,14.6,5.5,5.5,8.8,9.3
20093,14.4,14.6,5.5,5.5,8.8,9.3
20095,14.4,14.6,5.5,5.5,8.8,9.3
20097,14.4,14.6,5.5,5.5,8.8,9.3
20099,14.4,14.6,5.5,5.5,8.8,9.3
20101,14.4,14.6,5.5,5.5,8.8,9.3
20103,14.4,14.6,5.5,5.5,8.8,9.3
20105,14.4,14.6,5.5,5.5,8.8,9.3
20107,14.4,14.6,5.5,5.5,8.8,9.3
20109,14.4,14.6,5.5,5.5,8.8,9.3
20111,14.4,14.6,5.5,5.5,8.8,9.3
20113,14.4,14.6,5.5,5.5,8.8,9.3
20115,14.4,14.6,5.5,5.5,8.8,9.3
20117,14.4,14.6,5.5,5.5,8.8,9.3
20119,14.4,14.6,5.5,5.5,8.8,9.3
20121,14.4,14.6,5.5,5.5,8.8,9.3
20123,14.4,14.6,5.5,5.5,8.8,9.3
20125,14.4,14.6,5.5,5.5,8.8,9.3
20127,14.4,14.6,5.5,5.5,8.8,9.3
20129,14.4,14.6,5.5,5.5,8.8,9.3
20131,14.4,14.6,5.5,5.5,8.8,9.3
20133,14.4,14.6,5.5,5.5,8.8,9.3
20135,14.4,14.6,5.5,5.5,8.8,9.3
20137,14.4,14.6,5.5,5.5,8.8,9.3
20139,14.4,14.6,5.5,5.5,8.8,9.3
20141,14.4,14.6,5.5,5.5,8.8,9.3
20143,14.4,14.6,5.5,5.5,8.8,9.3
20145,14.4,14.6,5.5,5.5,8.8,9.3
20147,14.4,14.6,5.5,5.5,8.8,9.3
20149,14.4,14.6,5.5,5.5,8.8,9.3
20151,14.4,14.6,5.5,5.5,8.8,9.3
20153,14.4,14.6,5.5,5.5,8.8,9.3
20155,14.4,14.6,5.5,5.5,8.8,9.3
20157,14.4,14.6,5.5,5.5,8.8,9.3
20159,14.4,14.6,5.5,5.5,8.8,9.3
20161,14.4,14.6,5.5,5.5,8.8,9.3
20163,14.4,14.6,5.5,5.5,8.8,9.3
20165,14.4,14.6,5.5,5.5,8.8,9.3
20167,14.4,14.6,5.5,5.5,8.8,9.3
20169,14.4,14.6,5.5,5.5,8.8,9.3
20171,14.4,14.6,5.5,5.5,8.8,9.3
20173,14.4,14.6,5.5,5.5,8.8,9.3
20175,14.4,14.6,5.5,5.5,8.8,9.3
20177,14.4,14.6,5.5,5.5,8.8,9.3
20179,14.4,14.6,5.5,5.5,8.8,9.3
20181,14.4,14.6,5.5,5.5,8.8,9.3
20183,14.4,14.6,5.5,5.5,8.8,9.3
20185,14.4,14.6,5.5,5.5,8.8,9.3
20187,14.4,14.6,5.5,5.5,8.8,9.3
20189,14.4,14.6,5.5,5.5,8.8,9.3
20191,14.4,14.6,5.5,5.5,8.8,9.3
20193,14.4,14.6,5.5,5.5,8.8,9.3
20195,14.4,14.6,5.5,5.5,8.8,9.3
20197,14.4,14.6,5.5,5.5,8.8,9.3
20199,14.4,14.6,5.5,5.5,8.8,9.3
20201,14.4,14.6,5.5,5.5,8.8,9.3
20203,14.4,14.6,5.5,5.5,8.8,9.3
20205,14.4,14.6,5.5,5.5,8.8,9.3
20207,14.4,14.6,5.5,5.5,8.8,9.3
20209,14.4,14.6,5.5,5.5,8.8,9.3
21001,15.6,17.6,6.2,7.3,8.0,10.0
21003,15.6,17.6,6.2,7.3,8.0,10.0
21005,15.6,17.6,6.2,7.3,8.0,10.0
21007,15.6,17.6,6.2,7.3,8.0,10.0
21009,15.6,17.6,6.2,7.3,8.0,10.0
21011,15.6,17.6,6.2,7.3,8.0,10.0
21013,15.6,17.6,6.2,7.3,8.0,10.0
21015,15.6,17.6,6.2,7.3,8.0,10.0
21017,15.6,17.6,6.2,7.3,8.0,10.0
21019,15.6,17.6,6.2,7.3,8.0,10.0
21021,15.6,17.6,6.2,7.3,8.0,10.0
21023,15.6,17.6,6.2,7.3,8.0,10.0
21025,15.6,17.6,6.2,7.3,8.0,10.0
21027,15.6,17.6,6.2,7.3,8.0,10.0
21029,15.6,17.6,6.2,7.3,8.0,10.0
21031,15.6,17.6,6.2,7.3,8.0,10.0
21033,15.6,17.6,6.2,7.3,8.0,10.0
21035,15.6,17.6,6.2,7.3,8.0,10.0
21037,15.6,17.6,6.2,7.3,8.0,10.0
21039,15.6,17.6,6.2,7.3,8.0,10.0
21041,15.6,17.6,6.2,7.3,8.0,10.0
21043,15.6,17.6,6.2,7.3,8.0,10.0
21045,15.6,17.6,6.2,7.3,8.0,10.0
21047,15.6,17.6,6.2,7.3,8.0,10.0
21049,15.6,17.6,6.2,7.3,8.0,10.0
21051,15.6,17.6,6.2,7.3,8.0,10.0
21053,15.6,17.6,6.2,7.3,8.0,10.0
21055,15.6,17.6,6.2,7.3,8.0,10.0
21057,15.6,17.6,6.2,7.3,8.0,10.0
21059,15.6,17.6,6.2,7.3,8.0,10.0
21061,15.6,17.6,6.2,7.3,8.0,10.0
21063,15.6,17.6,6.2,7.3,8.0,10.0
21065,15.6,17.6,6.2,7.3,8.0,10.0
