App,Rating,Reviews,Installs,Price,Last Updated,review_rating
DIY Garden Ideas,7,3309,500000,0,3139.5,0.7647058823529411
Brit + Co,6,987,10000,0,2798.25,0.5
Homestyler Interior Design & Decorating Ideas,7,78298,5000000,0,3136.5,0.35294117647058826
Fashion in Vogue,6,1797,100000,0,2461.5,0.12389380530973451
Fashion in Vogue,6,1797,100000,0,2461.5,0.12389380530973451
Etta Homes,7,220,50000,0,3130.0,0.6666666666666666
Housing-Real Estate & Property,7,28301,1000000,0,3117.0,-0.09523809523809523
Bed Time Fan - White Noise Sleep Sounds,7,10097,500000,0,3038.5,1.0
7 Day Food Journal Challenge,7,3346,100000,0,2624.75,1.0
Candy Crush Saga,7,22426677,500000000,0,3109.0,-0.1
Bubble Shooter,7,148897,10000000,0,3121.0,0.41379310344827586
Hello Kitty Nail Salon,7,369203,50000000,0,3029.5,0.16923076923076924
Clash Royale,8,23133508,100000000,0,3100.5,0.296969696969697
Helix Jump,7,1497361,100000000,0,3021.5,0.5531135531135531
Block Puzzle,8,59800,5000000,0,2988.0,0.07792207792207792
Angry Birds Rio,7,2610526,100000000,0,3107.0,-0.20512820512820512
Candy Crush Soda Saga,7,6198563,100000000,0,3114.0,-0.20481927710843373
Clash of Clans,8,44891723,100000000,0,3119.0,0.3939393939393939
Block Puzzle Classic Legend !,7,17039,5000000,0,3025.5,0.3333333333333333
8 Ball Pool,7,14198297,100000000,0,3135.0,-0.0091324200913242
Bubble Witch 3 Saga,8,1732263,50000000,0,3121.0,0.25806451612903225
Granny,7,1135631,50000000,0,3072.0,0.3103448275862069
Angry Birds Classic,7,5566669,100000000,0,3067.0,-0.08424908424908426
Flow Free,7,1295557,100000000,0,3023.5,0.33766233766233766
Fishdom,8,2157930,10000000,0,3123.0,0.3170731707317073
Galaxy Attack: Alien Shooter,8,506275,10000000,0,3135.5,0.29850746268656714
Bubble Shooter 2,7,23005,5000000,0,3129.0,0.5454545454545454
Candy Crush Jelly Saga,7,1300490,50000000,0,3124.0,-0.3150684931506849
Hill Climb Racing,7,8923587,100000000,0,3106.0,0.4090909090909091
Gardenscapes,8,4128732,50000000,0,3117.0,0.05263157894736842
Farm Heroes Saga,7,7614130,100000000,0,3130.0,0.02727272727272727
Cut the Rope FULL FREE,7,2123381,100000000,0,3109.0,0.0
8 Ball Pool,7,14198602,100000000,0,3135.0,-0.0091324200913242
Clash of Clans,8,44891723,100000000,0,3119.0,0.3939393939393939
Candy Crush Saga,7,22428456,500000000,0,3109.0,-0.1
Cooking Fever,7,3197865,100000000,0,3116.0,-0.17777777777777778
Bubble Shooter,7,148895,10000000,0,3121.0,0.41379310344827586
Candy Crush Soda Saga,7,6198880,100000000,0,3114.0,-0.20481927710843373
Fishdom,8,2157930,10000000,0,3123.0,0.3170731707317073
Garena Free Fire,7,5465624,100000000,0,3137.5,0.24774774774774774
Block Puzzle,8,59854,5000000,0,2988.0,0.07792207792207792
Bowmasters,8,1534466,50000000,0,3127.0,0.16025641025641027
Clash Royale,8,23134775,100000000,0,3100.5,0.296969696969697
Granny,7,1137271,50000000,0,3072.0,0.3103448275862069
Galaxy Attack: Alien Shooter,8,506275,10000000,0,3135.5,0.29850746268656714
Angry Birds Rio,7,2610622,100000000,0,3107.0,-0.20512820512820512
Farm Heroes Saga,7,7614271,100000000,0,3130.0,0.02727272727272727
Dream League Soccer 2018,8,9882639,100000000,0,3120.0,0.3333333333333333
Angry Birds Classic,7,5566805,100000000,0,3067.0,-0.08424908424908426
Fruits Bomb,7,74673,10000000,0,3110.0,0.5949367088607594
Hill Climb Racing 2,8,2750410,100000000,0,3136.5,0.5625
Flow Free,7,1295606,100000000,0,3023.5,0.33766233766233766
Farm Fruit Pop: Party Time,7,9305,1000000,0,3136.5,0.41935483870967744
Helix Jump,7,1498648,100000000,0,3021.5,0.5531135531135531
Candy Crush Saga,7,22428456,500000000,0,3109.0,-0.1
Granny,7,1137267,50000000,0,3072.0,0.3103448275862069
8 Ball Pool,7,14200344,100000000,0,3135.0,-0.0091324200913242
Bowmasters,8,1535084,50000000,0,3127.0,0.16025641025641027
Extreme Car Driving Simulator,7,2251012,100000000,0,3046.0,0.0
Color Road,7,84911,10000000,0,3123.0,-0.21621621621621623
Draw In,7,46416,10000000,0,3127.0,-1.0
Baseball Boy!,5,148177,10000000,0,3131.0,0.0
Episode - Choose Your Story,7,1841061,50000000,0,3135.0,0.2875
Hello Stars,8,101686,10000000,0,3138.5,0.3582089552238806
Helix Jump,7,1499373,100000000,0,3021.5,0.5531135531135531
Flip the Gun - Simulator Game,7,195558,10000000,0,3130.0,0.07692307692307693
Harry Potter: Hogwarts Mystery,7,1107310,10000000,0,3135.5,0.48148148148148145
Grim Soul: Dark Fantasy Survival,7,189773,5000000,0,3122.0,0.25
DRAGON BALL LEGENDS,8,337752,5000000,0,3137.5,0.5269461077844312
Disney Heroes: Battle Mode,8,102107,5000000,0,3135.0,0.0
Homescapes,8,3093358,10000000,0,3117.0,0.038461538461538464
Hero Hunters,7,70747,5000000,0,3135.0,0.13333333333333333
Cooking Madness - A Chef's Restaurant Games,8,358817,10000000,0,3134.0,0.08108108108108109
Dino War: Rise of Beasts,7,18996,1000000,0,3135.5,0.37037037037037035
Guns of Glory,6,120592,10000000,0,3135.0,-0.225
Final Fantasy XV: A New Empire,6,484981,10000000,0,3088.5,-0.125
Chapters: Interactive Stories,7,73539,1000000,0,3136.5,0.6052631578947368
Honkai Impact 3rd,8,59017,1000000,0,3107.0,0.42105263157894735
Farming Simulator 18,7,18125,100000,499,3113.0,0.28205128205128205
Call of Duty:Black Ops Zombies,7,13004,100000,699,2546.0,-1.0
DRAGON BALL LEGENDS,8,337913,5000000,0,3137.5,0.5269461077844312
Candy Crush Saga,7,22429716,500000000,0,3109.0,-0.1
Angry Birds 2,8,3883589,100000000,0,3130.0,0.10344827586206896
8 Ball Pool,7,14200550,100000000,0,3135.0,-0.0091324200913242
Fallout Shelter,8,2719142,10000000,0,3084.5,0.71875
Harry Potter: Hogwarts Mystery,7,1107197,10000000,0,3135.5,0.48148148148148145
Best Fiends - Free Puzzle Game,8,1480189,10000000,0,3136.5,1.0
Choices: Stories You Play,8,807338,10000000,0,3134.0,0.07692307692307693
FINAL FANTASY BRAVE EXVIUS,8,745684,5000000,0,3121.0,0.42105263157894735
Fate/Grand Order (English),7,16601,500000,0,3130.0,0.1
Honkai Impact 3rd,8,59017,1000000,0,3107.0,0.42105263157894735
Dungeon Hunter Champions: Epic Online Action RPG,7,26247,1000000,0,3130.0,0.2
Candy Crush Saga,7,22430188,500000000,0,3109.0,-0.1
8 Ball Pool,7,14201891,100000000,0,3135.0,-0.0091324200913242
Candy Crush Soda Saga,7,6199095,100000000,0,3114.0,-0.20481927710843373
Bubble Shooter,7,148945,10000000,0,3121.0,0.41379310344827586
Clash Royale,8,23136735,100000000,0,3100.5,0.296969696969697
Clash of Clans,8,44893888,100000000,0,3119.0,0.3939393939393939
Farm Heroes Saga,7,7614415,100000000,0,3130.0,0.02727272727272727
Block Puzzle,8,59907,5000000,0,2988.0,0.07792207792207792
Flow Free,7,1295625,100000000,0,3023.5,0.33766233766233766
Homescapes,8,3093932,10000000,0,3117.0,0.038461538461538464
Cooking Fever,7,3198176,100000000,0,3116.0,-0.17777777777777778
Gardenscapes,8,4129665,50000000,0,3117.0,0.05263157894736842
Fishdom,8,2158580,10000000,0,3123.0,0.3170731707317073
Galaxy Attack: Alien Shooter,8,506593,10000000,0,3135.5,0.29850746268656714
Granny,7,1138239,50000000,0,3072.0,0.3103448275862069
Dream League Soccer 2018,8,9883806,100000000,0,3120.0,0.3333333333333333
Fruits Bomb,7,74695,10000000,0,3110.0,0.5949367088607594
Angry Birds Classic,7,5566889,100000000,0,3067.0,-0.08424908424908426
Bowmasters,8,1535973,50000000,0,3127.0,0.16025641025641027
Hill Climb Racing,7,8923818,100000000,0,3106.0,0.4090909090909091
Garena Free Fire,7,5476569,100000000,0,3137.5,0.24774774774774774
Doodle Jump,7,1083571,50000000,0,3124.0,0.34444444444444444
Helix Jump,7,1500999,100000000,0,3021.5,0.5531135531135531
Crossy Road,7,4230886,100000000,0,3135.5,0.6043956043956044
Bowmasters,8,1535973,50000000,0,3127.0,0.16025641025641027
Dude Perfect 2,7,401425,10000000,0,2659.25,0.4166666666666667
Alto's Adventure,8,515657,10000000,0,3078.5,0.17714285714285713
DEER HUNTER 2018,7,955656,10000000,0,3099.5,-1.0
DRAGON BALL LEGENDS,8,337913,5000000,0,3137.5,0.5269461077844312
DEAD TARGET: FPS Zombie Apocalypse Survival Games,7,1468591,50000000,0,3127.0,0.152
Anger of stick 5 : zombie,7,549039,50000000,0,3137.5,0.3333333333333333
CATS: Crash Arena Turbo Stars,8,1559650,50000000,0,3113.0,0.24561403508771928
DINO HUNTER: DEADLY SHORES,7,1381820,10000000,0,2630.75,0.15217391304347827
Extreme Match,7,696,100000,0,3109.0,0.4642857142857143
Agar.io,7,3816799,100000000,0,3127.0,-0.04411764705882353
Garena Free Fire,7,5476569,100000000,0,3137.5,0.24774774774774774
Battlelands Royale,7,105620,1000000,0,3120.0,0.21348314606741572
Arrow.io,7,343263,10000000,0,3140.5,0.2631578947368421
BEYBLADE BURST app,7,216849,10000000,0,3120.0,-0.027777777777777776
Dragon Hills,7,354373,10000000,0,2842.25,0.3333333333333333
Dinosaur Simulator: Dino World,6,26649,5000000,0,3139.5,-0.07692307692307693
GUNSHIP BATTLE: Helicopter 3D,7,2151039,50000000,0,3135.5,0.20588235294117646
Candy Crush Saga,7,22430188,500000000,0,3109.0,-0.1
Block Puzzle,8,59907,5000000,0,2988.0,0.07792207792207792
Helix Jump,7,1500622,100000000,0,3021.5,0.5531135531135531
8 Ball Pool,7,14201604,100000000,0,3135.0,-0.0091324200913242
Bubble Shooter,7,148990,10000000,0,3121.0,0.41379310344827586
Bubble Shooter Genies,7,26985,5000000,0,3077.5,0.3
Blossom Blast Saga,7,1125438,10000000,0,3109.0,-0.05555555555555555
Hill Climb Racing,7,8923847,100000000,0,3106.0,0.4090909090909091
Bubble Shooter 2,7,23043,5000000,0,3129.0,0.5454545454545454
Candy Bomb,7,42145,10000000,0,3108.0,0.8055555555555556
Flow Free,7,1295625,100000000,0,3023.5,0.33766233766233766
Gems or jewels ?,8,171448,10000000,0,3137.5,0.358974358974359
Angry Birds Rio,7,2610680,100000000,0,3107.0,-0.20512820512820512
Candy Crush Jelly Saga,7,1300619,50000000,0,3124.0,-0.3150684931506849
Cut the Rope FULL FREE,7,2123793,100000000,0,3109.0,0.0
Angry Birds Classic,7,5566908,100000000,0,3067.0,-0.08424908424908426
Best Fiends - Free Puzzle Game,8,1480182,10000000,0,3136.5,1.0
Hill Climb Racing 2,8,2750645,100000000,0,3136.5,0.5625
Fruit Block - Puzzle Legend,8,125647,10000000,0,3127.0,-1.0
Bubble Shooter Space,7,4355,1000000,0,2755.75,0.2916666666666667
Bowmasters,8,1536349,50000000,0,3127.0,0.16025641025641027
Block Puzzle Classic Legend !,7,17044,5000000,0,3025.5,0.3333333333333333
DEAD TARGET: FPS Zombie Apocalypse Survival Games,7,1468638,50000000,0,3127.0,0.152
Farm Heroes Saga,7,7614407,100000000,0,3130.0,0.02727272727272727
Dog Run - Pet Dog Simulator,8,48615,10000000,0,3065.0,0.589041095890411
Candy Bomb,7,42145,10000000,0,3108.0,0.8055555555555556
Coloring & Learn,7,12753,5000000,0,3121.0,0.7368421052631579
Educational Games 4 Kids,7,11618,5000000,0,3015.5,0.4473684210526316
Candy Pop Story,8,12948,1000000,0,3067.0,0.225
Hello Kitty Nail Salon,7,369378,50000000,0,3029.5,0.16923076923076924
Candy Smash,7,11436,1000000,0,3029.5,0.5
Happy Fruits Bomb - Cube Blast,7,2150,500000,0,2952.5,0.24
Dog Run - Pet Dog Simulator,8,48615,10000000,0,3065.0,0.589041095890411
Coloring book moana,6,974,500000,0,2936.0,0.2727272727272727
Baby Panda Care,7,108795,10000000,0,3088.5,0.44
Bubble Shooter,7,59843,5000000,0,2930.0,0.41379310344827586
Baby puzzles,7,11950,5000000,0,3116.0,0.058823529411764705
Garden Fruit Legend,8,4289,500000,0,3135.0,0.5384615384615384
Candy Day,7,11716,1000000,0,3137.5,0.5263157894736842
ABC Kids - Tracing & Phonics,7,36606,10000000,0,3095.5,0.7837837837837838
Barbie Magical Fashion,6,328619,10000000,0,2836.25,0.16129032258064516
Farming Simulator 14,7,530854,10000000,0,2755.75,0.29411764705882354
Educational Games for Kids,7,7050,1000000,0,3070.0,0.7777777777777778
Duolingo: Learn Languages Free,8,6294400,100000000,0,3135.5,0.6916666666666667
Hot Wheels: Race Off,7,520609,10000000,0,3101.5,0.4
Baby Tiger Care - My Cute Virtual Pet Friend,7,432,100000,0,3131.0,0.5555555555555556
Drawing for Kids Learning Games for Toddlers age 3,8,29436,1000000,0,3003.0,1.0
Dr. Panda Restaurant 3,7,11126,1000000,0,3005.0,0.058823529411764705
Baby ABC in box! Kids alphabet games for toddlers!,8,9652,1000000,0,3120.0,0.6216216216216216
Happy Street,7,110877,1000000,0,3010.0,0.22727272727272727
Dr. Panda Town: Vacation,6,10366,1000000,0,3128.0,0.37142857142857144
Fuzzy Seasons: Animal Forest,8,12137,100000,0,3140.5,0.5714285714285714
Dog Run - Pet Dog Simulator,8,48701,10000000,0,3065.0,0.589041095890411
Hot Wheels: Race Off,7,520654,10000000,0,3101.5,0.4
Basketball FRVR - Shoot the Hoop and Slam Dunk!,7,4076,100000,0,3135.5,0.11428571428571428
Farming Simulator 14,7,530904,10000000,0,2755.75,0.29411764705882354
Extreme Racing 2 - Real driving RC cars game!,7,4207,500000,0,2800.25,0.05555555555555555
Disney Magic Kingdoms: Build Your Own Magical Park,7,472584,10000000,0,3136.5,0.3191489361702128
Equestria Girls,7,392596,10000000,0,2395.5,0.16216216216216217
Doctor Pets,7,23060,1000000,0,3130.0,0.28125
Disney Magic Kingdoms: Build Your Own Magical Park,7,472584,10000000,0,3136.5,0.3191489361702128
Frozen Free Fall,7,1574197,50000000,0,3131.0,0.06666666666666667
All-in-One Mahjong 3 FREE,7,566,50000,0,3086.5,1.0
DreamWorks Friends,6,1042,100000,0,2773.25,0.06060606060606061
Dr. Panda & Toto's Treehouse,7,3396,50000,399,1804.5,0.6111111111111112
DreamWorks Friends,6,1042,100000,0,2773.25,0.06060606060606061
Dr. Panda & Toto's Treehouse,7,3396,50000,399,1804.5,0.6111111111111112
Fun Kid Racing - Motocross,7,59729,10000000,0,3100.5,0.5
Baby Panda Care,7,108795,10000000,0,3088.5,0.44
Hello Kitty Lunchbox,7,51838,5000000,0,2881.75,0.20588235294117646
Duolingo: Learn Languages Free,8,6294397,100000000,0,3135.5,0.6916666666666667
COOKING MAMA Let's Cook!,7,528745,10000000,0,3130.0,0.5555555555555556
Equestria Girls,7,392596,10000000,0,2395.5,0.16216216216216217
Fun Kid Racing,6,79667,10000000,0,3137.5,0.6060606060606061
Frozen Free Fall,7,1574204,50000000,0,3131.0,0.06666666666666667
ABCmouse.com,7,50887,5000000,0,3107.0,0.4444444444444444
Essential Anatomy 3,7,1533,50000,1199,1680.5,0.75
Diabetes & Diet Tracker,8,395,1000,999,3120.0,0.8378378378378378
GoodRx Drug Prices and Coupons,8,59158,1000000,0,3130.0,0.5675675675675675
Blood Pressure,7,33033,5000000,0,3128.0,0.6923076923076923
Doctor On Demand,8,18674,1000000,0,3131.0,0.7222222222222222
BioLife Plasma Services,5,250,100000,0,3113.0,0.38461538461538464
Anthem Anywhere,4,2657,500000,0,3131.0,-0.13846153846153847
Blood Donor,7,4476,500000,0,3135.0,0.6153846153846154
1800 Contacts - Lens Store,8,23160,1000000,0,3131.0,0.725
Blood Pressure Log - MyDiary,8,8348,500000,0,3025.5,0.8
CVS Caremark,5,3707,500000,0,3132.0,0.4358974358974359
Ada - Your Health Guide,8,87418,1000000,0,3120.0,0.7777777777777778
All Mental disorders,7,453,100000,0,2745.75,0.47692307692307695
Delta Dental,4,914,100000,0,3121.0,-0.275
Drugs.com Medication Guide,7,15875,1000000,0,3065.0,0.7435897435897436
HealtheLife,6,190,100000,0,2923.0,0.05
Anatomy Learning - 3D Atlas,7,72167,1000000,0,3122.0,0.6388888888888888
Baritastic - Bariatric Tracker,8,4318,100000,0,3130.0,0.825
Epocrates Plus,7,23889,1000000,0,3114.0,0.575
Banfield Pet Health Tracker,7,1747,100000,0,2482.0,0.225
Davis's Drug Guide for Nurses,7,572,50000,0,3117.0,0.6666666666666666
Diabetes:M,8,15545,100000,0,3135.5,0.7948717948717948
HESI A2 Pocket Prep,7,2108,50000,0,3045.0,0.7333333333333333
Davis's Drug Guide,6,272,50000,0,2902.25,0.0
Essential Anatomy 3,7,1533,50000,1199,1680.5,0.75
Free Hypnosis,7,4303,100000,0,2440.5,0.8666666666666667
Diabetes & Diet Tracker,8,395,1000,999,3120.0,0.8378378378378378
Dosecast - Medication Reminder,7,4107,100000,0,3029.5,0.8157894736842105
Anthem BC Anywhere,4,496,100000,0,3131.0,-0.12903225806451613
Ada - Your Health Guide,8,87418,1000000,0,3120.0,0.7777777777777778
All Mental disorders,7,453,100000,0,2745.75,0.47692307692307695
High Blood Pressure Symptoms,6,531,100000,0,1843.25,0.6216216216216216
Blood Pressure(BP) Diary,6,3596,1000000,0,3122.0,0.15
Blood Pressure,6,10,1000,0,1900.25,0.6923076923076923
Anthem Anywhere,4,2657,500000,0,3131.0,-0.13846153846153847
Airway Ex - Intubate. Anesthetize. Train.,7,123,10000,0,3074.5,0.4358974358974359
BELONG Beating Cancer Together,8,623,50000,0,3133.0,0.6842105263157895
ConnectLine,5,253,50000,0,2446.5,0.5526315789473685
Banfield Pet Health Tracker,7,1747,100000,0,2482.0,0.225
1800 Contacts - Lens Store,8,23160,1000000,0,3131.0,0.725
Facebook,7,78158306,1000000000,0,3137.5,-0.05303030303030303
Facebook Lite,7,8606259,500000000,0,3135.5,-0.06896551724137931
All Social Networks,7,22492,1000000,0,3064.0,-0.14705882352941177
Google+,7,4831125,1000000000,0,3130.0,1.0
"Hide Something - Photo, Video",8,225103,5000000,0,3086.5,0.5333333333333333
Amino: Communities and Chats,8,1259075,10000000,0,3124.0,0.3142857142857143
Facebook Local,7,4751,1000000,0,3103.5,0.2857142857142857
HTC Social Plugin - Facebook,6,13223,10000000,0,2351.0,-0.15384615384615385
Family GPS tracker KidControl + GPS by SMS Locator,7,57146,1000000,0,3131.0,0.5
Badoo - Free Chat & Dating App,7,3781770,100000000,0,3136.5,0.25833333333333336
"Free phone calls, free texting SMS on free number",7,412725,10000000,0,3135.0,0.5
Blogger,6,138026,5000000,0,2250.0,0.6578947368421053
Bloglovin',6,8936,500000,0,2695.75,0.3076923076923077
Blogaway for Android (Blogger),6,4253,100000,0,3074.0,0.4166666666666667
Banjo,7,58341,1000000,0,2033.25,0.5384615384615384
Frontback - Social Photos,6,19446,1000000,0,2892.25,0.3611111111111111
Couple - Relationship App,6,33249,1000000,0,1891.25,1.0
Badoo - Free Chat & Dating App,7,3781770,100000000,0,3136.5,0.25833333333333336
"Dating App, Flirt & Chat : W-Match",7,175722,10000000,0,3127.0,0.3333333333333333
Badoo - Free Chat & Dating App,7,3781770,100000000,0,3136.5,0.25833333333333336
Couple - Relationship App,6,33249,1000000,0,1891.25,1.0
Amazon for Tablets,6,141613,10000000,0,3135.0,0.15
"AliExpress - Smarter Shopping, Better Living",8,5916606,100000000,0,3140.5,0.28888888888888886
Amazon Shopping,7,909226,100000000,0,3135.0,0.2
Flipp - Weekly Shopping,8,85858,10000000,0,3134.0,0.8709677419354839
GS SHOP,6,44255,10000000,0,3137.5,0.5
Family Dollar,7,2588,1000000,0,3127.0,0.34285714285714286
11st,6,48732,10000000,0,3135.0,0.4
Flipkart Online Shopping App,7,6012719,100000000,0,3140.5,0.5357142857142857
Extreme Coupon Finder,7,11798,1000000,0,3053.0,0.2857142857142857
Checkout 51: Grocery coupons,7,52896,10000000,0,3091.5,0.6923076923076923
Gyft - Mobile Gift Card Wallet,7,9701,500000,0,3129.0,0.05
"Groupon - Shop Deals, Discounts & Coupons",8,1370749,50000000,0,3137.5,0.7083333333333334
Extreme Coupon Finder,7,11798,1000000,0,3053.0,0.2857142857142857
Checkout 51: Grocery coupons,7,52896,10000000,0,3091.5,0.6923076923076923
"Ebates: Cash Back, Coupons, Rewards & Savings",7,37253,1000000,0,3137.5,0.5526315789473685
"Groupon - Shop Deals, Discounts & Coupons",8,1370749,50000000,0,3137.5,0.7083333333333334
FidMe Loyalty Cards & Deals at Grocery Supermarket,7,33758,1000000,0,3140.5,0.36363636363636365
HauteLook,7,7193,500000,0,3117.0,0.15151515151515152
Extreme Coupon Finder,7,11798,1000000,0,3053.0,0.2857142857142857
Checkout 51: Grocery coupons,7,52896,10000000,0,3091.5,0.6923076923076923
Gyft - Mobile Gift Card Wallet,7,9701,500000,0,3129.0,0.05
"AliExpress - Smarter Shopping, Better Living",8,5916569,100000000,0,3140.5,0.28888888888888886
Amazon Shopping,7,909204,100000000,0,3135.0,0.2
Etsy: Handmade & Vintage Goods,7,95520,10000000,0,3137.5,0.5897435897435898
ASOS,8,181798,10000000,0,3134.0,0.696969696969697
Gyft - Mobile Gift Card Wallet,7,9701,500000,0,3129.0,0.05
Etsy: Handmade & Vintage Goods,7,95520,10000000,0,3137.5,0.5897435897435898
"Groupon - Shop Deals, Discounts & Coupons",8,1370749,50000000,0,3137.5,0.7083333333333334
Find&Save - Local Shopping,6,4602,500000,0,2913.25,0.41935483870967744
"AliExpress - Smarter Shopping, Better Living",8,5917485,100000000,0,3140.5,0.28888888888888886
Boxed Wholesale,6,6380,1000000,0,3136.5,0.65
ASOS,8,181823,10000000,0,3134.0,0.696969696969697
Groovebook Photo Books & Gifts,6,21159,500000,0,2952.0,0.5641025641025641
Google Photos,7,10858556,1000000000,0,3140.5,0.5026178010471204
HD Camera - Best Cam with filters & panorama,7,38953,5000000,0,3130.0,0.5
"Face Filter, Selfie Editor - Sweet Camera",8,142634,10000000,0,3110.0,0.4117647058823529
Adobe Photoshop Express:Photo Editor Collage Maker,7,914804,50000000,0,3126.0,0.5714285714285714
HD Camera - Quick Snap Photo & Video,7,21841,1000000,0,3128.0,0.7647058823529411
B612 - Beauty & Filter Camera,7,5282578,100000000,0,3134.0,0.25
HD Camera,7,49680,5000000,0,3115.0,0.0
Garden Photo Frames - Garden Photo Editor,7,1864,500000,0,3046.0,0.525
BeautyPlus - Easy Photo Editor & Selfie Camera,7,3158047,100000000,0,3135.0,0.5
DSLR Camera Hd Ultra Professional,7,4410,1000000,0,3100.5,0.10526315789473684
"Candy selfie - photo editor, live filter camera",7,53421,10000000,0,3140.5,0.5757575757575758
Blur Image Background Editor (Blur Photo Editor),7,62421,5000000,0,3132.0,0.48717948717948717
Google Photos,7,10858538,1000000000,0,3140.5,0.5026178010471204
Flickr,7,251951,10000000,0,3115.0,0.25
B612 - Beauty & Filter Camera,7,5282558,100000000,0,3134.0,0.25
BeautyPlus - Easy Photo Editor & Selfie Camera,7,3157936,100000000,0,3135.0,0.5
"Cymera Camera- Photo Editor, Filter,Collage,Layout",7,2418135,100000000,0,3116.0,0.7307692307692307
"Candy Camera - selfie, beauty camera, photo editor",7,3368649,100000000,0,3120.0,0.4298245614035088
Blur Image Background,6,129272,10000000,0,3134.0,0.6363636363636364
Google Photos,7,10859051,1000000000,0,3140.5,0.5026178010471204
Flickr,7,251951,10000000,0,3115.0,0.25
HD Camera Ultra,7,462152,10000000,0,2116.75,0.4444444444444444
Cameringo Lite. Filters Camera,7,140917,10000000,0,3084.5,0.8888888888888888
HD Camera Pro for Android,7,49211,1000000,0,2574.75,0.23529411764705882
HD Camera for Android,7,351254,10000000,0,3102.5,0.7307692307692307
GoPro (formerly Capture),6,157506,10000000,0,3067.0,-0.20512820512820512
Beauty Makeup Snappy Collage Photo Editor - Lidow,7,420973,10000000,0,3136.5,0.25
"High-Speed Camera (GIF,Burst)",7,78140,5000000,0,2962.5,0.5555555555555556
"Cymera Camera- Photo Editor, Filter,Collage,Layout",7,2418135,100000000,0,3116.0,0.7307692307692307
EyeEm - Camera & Photo Filter,7,215343,10000000,0,3118.0,0.4594594594594595
"Candy Camera - selfie, beauty camera, photo editor",7,3368646,100000000,0,3120.0,0.4298245614035088
HD Camera for Android,7,351255,10000000,0,3102.5,0.7307692307692307
FilterGrid - Cam&Photo Editor,8,126337,1000000,0,2631.75,0.37142857142857144
"Cymera Camera- Photo Editor, Filter,Collage,Layout",7,2418158,100000000,0,3116.0,0.7307692307692307
Adobe Photoshop Express:Photo Editor Collage Maker,7,914917,50000000,0,3126.0,0.5714285714285714
BeautyPlus - Easy Photo Editor & Selfie Camera,7,3158151,100000000,0,3135.0,0.5
Color Touch Effects,6,167652,10000000,0,3035.5,0.2894736842105263
"Candy Camera - selfie, beauty camera, photo editor",7,3368705,100000000,0,3120.0,0.4298245614035088
Font Studio- Photo Texts Image,7,197295,10000000,0,2731.25,0.38235294117647056
Add Text To Photo,7,21578,1000000,0,2807.75,0.35294117647058826
BeautyPlus - Easy Photo Editor & Selfie Camera,7,3158151,100000000,0,3135.0,0.5
Free Sports TV,7,1802,100000,0,3094.5,0.3333333333333333
"FIFA - Tournaments, Soccer News & Live Scores",7,342909,10000000,0,3137.5,0.2564102564102564
Football Live Scores,7,107724,5000000,0,3135.0,0.7647058823529411
BeSoccer - Soccer Live Score,7,152780,10000000,0,3122.0,0.6388888888888888
"CBS Sports App - Scores, News, Stats & Watch Live",7,91031,5000000,0,3138.5,0.421875
BBC Sport,7,18678,1000000,0,3037.5,0.5102040816326531
All Football - Latest News & Videos,8,152867,10000000,0,3137.5,0.75
Eurosport,6,121003,10000000,0,3140.5,0.07894736842105263
"All Football GO- Live Score, Games",8,1981,100000,0,3094.5,0.8055555555555556
Championat,7,36490,1000000,0,3129.0,0.475
Goal Live Scores,7,232423,5000000,0,3084.5,0.45
"CBS Sports App - Scores, News, Stats & Watch Live",7,91031,5000000,0,3138.5,0.421875
"Hole19: Golf GPS App, Rangefinder & Scorecard",7,6106,100000,0,3135.5,0.9473684210526315
"CBS Sports App - Scores, News, Stats & Watch Live",7,91031,5000000,0,3138.5,0.421875
CBS Sports Fantasy,6,43611,1000000,0,3100.5,0.46296296296296297
"CBS Sports App - Scores, News, Stats & Watch Live",7,91031,5000000,0,3138.5,0.421875
Golf Channel,7,19230,1000000,0,3073.0,-0.175
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",7,26102,1000000,0,3046.0,0.6052631578947368
Golf GPS by SwingxSwing,8,37167,1000000,0,3134.0,0.625
Golfshot: Golf GPS + Tee Times,7,7543,500000,0,3115.0,0.675
Golf GPS Rangefinder: Golf Pad,8,13098,1000000,0,3132.0,0.6410256410256411
"Hole19: Golf GPS App, Rangefinder & Scorecard",7,6106,100000,0,3135.5,0.9473684210526315
GolfLogix GPS + Putt Breaks,6,11085,1000000,0,3094.5,-0.07692307692307693
Golfshot Plus: Golf GPS,7,3387,50000,2999,3115.0,0.675
FanDuel: Daily Fantasy Sports,8,29673,1000000,0,3140.5,0.6363636363636364
DraftKings - Daily Fantasy Sports,7,50017,1000000,0,3128.0,0.5833333333333334
Fantasy Football Manager (FPL),7,63650,1000000,0,3137.5,0.6176470588235294
Fantasy Football,5,50179,1000000,0,3136.5,0.14492753623188406
CBS Sports Fantasy,6,43611,1000000,0,3100.5,0.46296296296296297
"CBS Sports App - Scores, News, Stats & Watch Live",7,91033,5000000,0,3138.5,0.421875
"CBS Sports App - Scores, News, Stats & Watch Live",7,91033,5000000,0,3138.5,0.421875
"FOX Sports: Live Streaming, Scores & News",6,28895,5000000,0,3136.5,0.5151515151515151
